Index,alpha1,alpha2,result,how,sutraNum,sutraEnglish,scVasu
1208,ञ्,ध्,ञ्झ्,श्चुत्व,8.4.40,,
1209,ञ्,न्,ञ्ञ्,श्चुत्व,8.4.40,,
1210,ञ्,प्,ञ्प्,वर्णमेलन,,,
1211,ञ्,फ्,ञ्फ्,वर्णमेलन,,,
1212,ञ्,ब्,ञ्ब्,वर्णमेलन,,,
1213,ञ्,भ्,ञ्भ्,वर्णमेलन,,,
1214,ञ्,म्,ञ्म्,वर्णमेलन,,,
1215,ञ्,य्,ञ्य्,वर्णमेलन,,,
1216,ञ्,र्,ञ्र्,वर्णमेलन,,,
1217,ञ्,ल्,ञ्ल्,वर्णमेलन,,,
1218,ञ्,व्,ञ्व्,वर्णमेलन,,,
1219,ञ्,श्,ञ्श्,वर्णमेलन,,,
1220,ञ्,ष्,ञ्ष्,वर्णमेलन,,,
1221,ञ्,स्,ञ्स्,वर्णमेलन,,,
1222,ञ्,ह्,ञ्ह्,वर्णमेलन,,,
1223,ट्,अ,ड,जश्त्व,8.2.39,,
1224,ट्,आ,डा,जश्त्व,8.2.39,,
1225,ट्,इ,डि,जश्त्व,8.2.39,,
1226,ट्,ई,डी,जश्त्व,8.2.39,,
1227,ट्,उ,डु,जश्त्व,8.2.39,,
1228,ट्,ऊ,डू,जश्त्व,8.2.39,,
1229,ट्,ऋ,डृ,जश्त्व,8.2.39,,
1230,ट्,़,ड़्,जश्त्व,8.2.39,,
1231,ट्,ऌ,डॢ,जश्त्व,8.2.39,,
1232,ट्,ए,डे,जश्त्व,8.2.39,,
1233,ट्,ऐ,डै,जश्त्व,8.2.39,,
1234,ट्,ओ,डो,जश्त्व,8.2.39,,
1235,ट्,औ,डौ,जश्त्व,8.2.39,,
1236,ट्,क्,ट्क्,चर्त्व,8.4.55,,
1237,ट्,ख्,ट्ख्,चर्त्व,8.4.55,,
1238,ट्,ग्,ड्ग्,जश्त्व,8.4.53,,
1239,ट्,घ्,ड्घ्,जश्त्व,8.4.53,,
1240,ट्,ङ्,ड्ङ्,जश्त्व,8.2.39,,
1241,ट्,ङ्,ण्ङ्,अनुनासिक,8.4.45,,
1242,ट्,च्,ट्च्,चर्त्व,8.4.55,,
1243,ट्,छ्,ट्छ्,चर्त्व,8.4.55,,
1244,ट्,ज्,ड्ज्,जश्त्व,8.4.53,,
1245,ट्,झ्,ड्झ्,जश्त्व,8.4.53,,
1246,ट्,ञ्,ड्ञ्,जश्त्व,8.2.39,,
1247,ट्,ञ्,ण्ञ्,अनुनासिक,8.4.45,,
1248,ट्,ट्,ट्ट्,चर्त्व,8.4.55,,
1249,ट्,ठ्,ट्ठ्,चर्त्व,8.4.55,,
1250,ट्,ड्,ड्ड्,जश्त्व,8.4.53,,
1251,ट्,ढ्,ड्ढ्,जश्त्व,8.4.53,,
1252,ट्,ण्,ड्ण्,जश्त्व,8.2.39,,
1253,ट्,ण्,ण्ण्,अनुनासिक,8.4.45,,
1254,ट्,त्,ट् त्,जश्त्व -> ष्टुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
1255,ट्,थ्,ट् थ्,जश्त्व -> ष्टुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
1256,ट्,द्,ड् द्,जश्त्व -> ष्टुत्वनिषेधः,8.2.39; 8.4.41; 8.4.42,,
1257,ट्,ध्,ड् ध्,जश्त्व -> ष्टुत्वनिषेधः,8.2.39; 8.4.41; 8.4.42,,
1258,ट्,न्,ण्न्,जश्त्व -> ष्टुत्व-> तन्निषेध-> अनुनासिक,8.2.39; 8.4.41; 8.4.42; 8.4.45,,
1259,ट्,न्,ड् न्,जश्त्व -> ष्टुत्व-> तन्निषेध-> अनुनासिकाभाव,8.2.39; 8.4.41; 8.4.42; 8.4.45,,
1260,ट्,प्,ट्प्,चर्त्व,8.4.55,,
1261,ट्,फ्,ट्फ्,चर्त्व,8.4.55,,
1262,ट्,ब्,ड्ब्,जश्त्व,8.4.53,,
1263,ट्,भ्,ड्भ्,जश्त्व,8.4.53,,
1264,ट्,म्,ड्म्,जश्त्व,8.2.39,,
1265,ट्,म्,ण्म्,अनुनासिक,8.4.45,,
1266,ट्,य्,ड्य्,जश्त्व,8.2.39,,
1267,ट्,र्,ड्र्,जश्त्व,8.2.39,,
1268,ट्,ल्,ड्ल्,जश्त्व,8.2.39,,
1269,ट्,व्,ड्व्,जश्त्व,8.2.39,,
1270,ट्,श्,ट्श्,जश्त्व -> चर्त्व,8.2.39; 8.4.55,,
1271,ट्,ष्,ट्ष्,चर्त्व,8.4.55,,
1272,ट्,स्,ट्त्स्,जश्त्व -> धुडागम-> ष्टुत्वे-> तन्निषेधे-> चर्त्व,8.2.39; 8.3.29; 8.4.41; 8.4.42; 8.4.55,,
1273,ट्,स्,ट्स्,जश्त्व -> धुडागमाभावः-> ष्टुत्वे-> तन्निषेधे-> चर्त्व,8.2.39; 8.3.29; 8.4.41; 8.4.42; 8.4.55,,
1274,ट्,ह्,ड्ह्,जश्त्व,8.2.39,,
1275,ट्,ह्,ड्ढ्,पूर्वसवर्ण,8.4.62,,
1276,ठ्,अ,ड,जश्त्व,8.2.39,,
1277,ठ्,आ,डा,जश्त्व,8.2.39,,
1278,ठ्,इ,डि,जश्त्व,8.2.39,,
1279,ठ्,ई,डी,जश्त्व,8.2.39,,
1280,ठ्,उ,डु,जश्त्व,8.2.39,,
1281,ठ्,ऊ,डू,जश्त्व,8.2.39,,
1282,ठ्,ऋ,डृ,जश्त्व,8.2.39,,
1283,ठ्,़,ड़्,जश्त्व,8.2.39,,
1284,ठ्,ऌ,डॢ,जश्त्व,8.2.39,,
1285,ठ्,ए,डे,जश्त्व,8.2.39,,
1286,ठ्,ऐ,डै,जश्त्व,8.2.39,,
1287,ठ्,ओ,डो,जश्त्व,8.2.39,,
1288,ठ्,औ,डौ,जश्त्व,8.2.39,,
1289,ठ्,क्,ट्क्,चर्त्व,8.4.55,,
1290,ठ्,ख्,ट्ख्,चर्त्व,8.4.55,,
1291,ठ्,ग्,ड्ग्,जश्त्व,8.4.53,,
1292,ठ्,घ्,ड्घ्,जश्त्व,8.4.53,,
1293,ठ्,ङ्,ड्ङ्,जश्त्व,8.2.39,,
1294,ठ्,ङ्,ण्ङ्,अनुनासिक,8.4.45,,
1295,ठ्,च्,ट्च्,चर्त्व,8.4.55,,
1296,ठ्,छ्,ट्छ्,चर्त्व,8.4.55,,
1297,ठ्,ज्,ड्ज्,जश्त्व,8.4.53,,
1298,ठ्,झ्,ड्झ्,जश्त्व,8.4.53,,
1299,ठ्,ञ्,ड्ञ्,जश्त्व,8.2.39,,
1300,ठ्,ञ्,ण्ञ्,अनुनासिक,8.4.45,,
1301,ठ्,ट्,ट्ट्,चर्त्व,8.4.55,,
1302,ठ्,ठ्,ट्ठ्,चर्त्व,8.4.55,,
1303,ठ्,ड्,ड्ड्,जश्त्व,8.4.53,,
1304,ठ्,ढ्,ड्ढ्,जश्त्व,8.4.53,,
1305,ठ्,ण्,ड्ण्,जश्त्व,8.2.39,,
1306,ठ्,ण्,ण्ण्,अनुनासिक,8.4.45,,
1307,ठ्,त्,ट्त्,जश्त्व -> ष्टुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
1308,ठ्,थ्,ट्थ्,जश्त्व -> ष्टुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
1309,ठ्,द्,ड्द्,जश्त्व -> ष्टुत्वनिषेधः,8.2.39; 8.4.41; 8.4.42,,
1310,ठ्,ध्,ड्ध्,जश्त्व -> ष्टुत्वनिषेधः,8.2.39; 8.4.41; 8.4.42,,
1311,ठ्,न्,ण्न्,जश्त्व -> ष्टुत्व-> तन्निषेध-> अनुनासिक,8.2.39; 8.4.41; 8.4.42; 8.4.45,,
1312,ठ्,न्,ड्न्,जश्त्व -> ष्टुत्व-> तन्निषेध-> अनुनासिकाभाव,8.2.39; 8.4.41; 8.4.42; 8.4.45,,
1313,ठ्,प्,ट्प्,चर्त्व,8.4.55,,
1314,ठ्,फ्,ट्फ्,चर्त्व,8.4.55,,
1315,ठ्,ब्,ड्ब्,जश्त्व,8.4.53,,
1316,ठ्,भ्,ड्भ्,जश्त्व,8.4.53,,
1317,ठ्,म्,ड्म्,जश्त्व,8.2.39,,
1318,ठ्,म्,ण्म्,अनुनासिक,8.4.45,,
1319,ठ्,य्,ड्य्,जश्त्व,8.2.39,,
1320,ठ्,र्,ड्र्,जश्त्व,8.2.39,,
1321,ठ्,ल्,ड्ल्,जश्त्व,8.2.39,,
1322,ठ्,व्,ड्व्,जश्त्व,8.2.39,,
1323,ठ्,श्,ट्श्,चर्त्व,8.4.55,,
1324,ठ्,ष्,ट्ष्,चर्त्व,8.4.55,,
1325,ठ्,स्,ट्ष्,ष्टुत्व -> चर्त्व,8.4.41; 8.4.55,,
1326,ठ्,ह्,ड्ह्,जश्त्व,8.2.39,,
1327,ठ्,ह्,ड्ढ्,पूर्वसवर्ण,8.4.62,,
1328,ड्,अ,ड,जश्त्व,8.2.39,,
1329,ड्,आ,डा,जश्त्व,8.2.39,,
1330,ड्,इ,डि,जश्त्व,8.2.39,,
1331,ड्,ई,डी,जश्त्व,8.2.39,,
1332,ड्,उ,डु,जश्त्व,8.2.39,,
1333,ड्,ऊ,डू,जश्त्व,8.2.39,,
1334,ड्,ऋ,डृ,जश्त्व,8.2.39,,
1335,ड्,़,डू,जश्त्व,8.2.39,,
1336,ड्,ऌ,डॢ,जश्त्व,8.2.39,,
1337,ड्,ए,डे,जश्त्व,8.2.39,,
1338,ड्,ऐ,डै,जश्त्व,8.2.39,,
1339,ड्,ओ,डो,जश्त्व,8.2.39,,
1340,ड्,औ,डौ,जश्त्व,8.2.39,,
1341,ड्,क्,ट्क्,चर्त्व,8.4.55,,
1342,ड्,ख्,ट्ख्,चर्त्व,8.4.55,,
1343,ड्,ग्,ड्ग्,जश्त्व,8.4.53,,
1344,ड्,घ्,ड्घ्,जश्त्व,8.4.53,,
1345,ड्,ङ्,ड्ङ्,जश्त्व,8.2.39,,
1346,ड्,ङ्,ण्ङ्,अनुनासिक,8.4.45,,
1347,ड्,च्,ट्च्,चर्त्व,8.4.55,,
1348,ड्,छ्,ट्छ्,चर्त्व,8.4.55,,
1349,ड्,ज्,ड्ज्,जश्त्व,8.4.53,,
1350,ड्,झ्,ड्झ्,जश्त्व,8.4.53,,
1351,ड्,ञ्,ड्ञ्,जश्त्व,8.2.39,,
1352,ड्,ञ्,ण्ञ्,अनुनासिक,8.4.45,,
1353,ड्,ट्,ट्ट्,चर्त्व,8.4.55,,
1354,ड्,ठ्,ट्ठ्,चर्त्व,8.4.55,,
1355,ड्,ड्,ड्ड्,जश्त्व,8.4.53,,
1356,ड्,ढ्,ड्ढ्,जश्त्व,8.4.53,,
1357,ड्,ण्,ड्ण्,जश्त्व,8.2.39,,
1358,ड्,ण्,ण्ण्,अनुनासिक,8.4.45,,
1359,ड्,त्,ट्त्,ष्टुत्व -> तन्निषेध-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
1360,ड्,थ्,ट्थ्,ष्टुत्व -> तन्निषेध-> चर्त्व,8.4.41; 8.4.42; 8.4.55,,
1361,ड्,द्,ड्द्,ष्टुत्व -> ष्टुत्वनिषेधः,8.4.41; 8.4.42,,
1362,ड्,ध्,ड्ध्,ष्टुत्व -> ष्टुत्वनिषेधः,8.4.41; 8.4.42,,
1363,ड्,न्,ण्न्,ष्टुत्व -> तन्निषेध-> अनुनासिक,8.2.39; 8.4.41; 8.4.42; 8.4.45,,
1364,ड्,न्,ड्न्,ष्टुत्व -> तन्निषेध-> अनुनासिकाभाव,8.2.39; 8.4.41; 8.4.42; 8.4.45,,
1365,ड्,प्,ट्प्,चर्त्व,8.4.55,,
1366,ड्,फ्,ट्फ्,चर्त्व,8.4.55,,
1367,ड्,ब्,ड्ब्,जश्त्व,8.4.53,,
1368,ड्,भ्,ड्भ्,जश्त्व,8.4.53,,
1369,ड्,म्,ड्म्,जश्त्व,,,
1370,ड्,म्,ण्म्,अनुनासिक,,,
1371,ड्,य्,ड्य्,जश्त्व,8.2.39,,
1372,ड्,र्,ड्र्,जश्त्व,8.2.39,,
1373,ड्,ल्,ड्ल्,जश्त्व,8.2.39,,
1374,ड्,व्,ड्व्,जश्त्व,8.2.39,,
1375,ड्,श्,ट्श्,चर्त्व,8.4.55,,
1376,ड्,ष्,ट्ष्,चर्त्व,8.4.55,,
1377,ड्,स्,ट्स्,ष्टुत्व -> तन्निषेध-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
1378,ड्,ह्,ड्ढ्,पूर्वसवर्ण,8.4.62,,
1379,ड्,ह्,ड्ह्,जश्त्व,8.2.39,,
1380,ढ्,अ,ड,जश्त्व,8.2.39,,
1381,ढ्,आ,डा,जश्त्व,8.2.39,,
1382,ढ्,इ,डि,जश्त्व,8.2.39,,
1383,ढ्,ई,डी,जश्त्व,8.2.39,,
1384,ढ्,उ,डु,जश्त्व,8.2.39,,
1385,ढ्,ऊ,डू,जश्त्व,8.2.39,,
1386,ढ्,ऋ,डृ,जश्त्व,8.2.39,,
1387,ढ्,़,ड़्,जश्त्व,8.2.39,,
1388,ढ्,ऌ,डॢ,जश्त्व,8.2.39,,
1389,ढ्,ए,डे,जश्त्व,8.2.39,,
1390,ढ्,ऐ,डै,जश्त्व,8.2.39,,
1391,ढ्,ओ,डो,जश्त्व,8.2.39,,
1392,ढ्,औ,डौ,जश्त्व,8.2.39,,
1393,ढ्,क्,ट्क्,चर्त्व,8.4.55,,
1394,ढ्,ख्,ट्ख्,चर्त्व,8.4.55,,
1395,ढ्,ग्,ड्ग्,जश्त्व,8.4.53,,
1396,ढ्,घ्,ड्घ्,जश्त्व,8.4.53,,
1397,ढ्,ङ्,ड्ङ्,जश्त्व,8.2.39,,
1398,ढ्,ङ्,ण्ङ्,अनुनासिक,8.4.45,,
1399,ढ्,च्,ट्च्,चर्त्व,8.4.55,,
1400,ढ्,छ्,ट्छ्,चर्त्व,8.4.55,,
1401,ढ्,ज्,ड्ज्,जश्त्व,8.4.53,,
1402,ढ्,झ्,ड्झ्,जश्त्व,8.4.53,,
1403,ढ्,ञ्,ड्ञ्,जश्त्व,8.2.39,,
1404,ढ्,ञ्,ण्ञ्,अनुनासिक,8.4.45,,
1405,ढ्,ट्,ट्ट्,चर्त्व,8.4.55,,
1406,ढ्,ठ्,ट्ठ्,चर्त्व,8.4.55,,
1407,ढ्,ड्,ड्ड्,जश्त्व,8.4.53,,
1408,ढ्,ढ्,ड्ढ्,जश्त्व,8.4.53,,
1409,ढ्,ण्,ड्ण्,जश्त्व,8.2.39,,
1410,ढ्,ण्,ण्ण्,अनुनासिक,8.4.45,,
1411,ढ्,त्,ट्त्,जश्त्व -> ष्टुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
1412,ढ्,थ्,ट्थ्,जश्त्व -> ष्टुत्वनिषेधः-> चर्त्व,8.2.39; 8.4.41; 8.4.42; 8.4.55,,
1413,ढ्,द्,ड्द्,ष्टुत्व -> ष्टुत्वनिषेधः,8.4.41; 8.4.42,,
1414,ढ्,ध्,ड्ध्,ष्टुत्व -> ष्टुत्वनिषेधः,8.4.41; 8.4.42,,
1415,ढ्,न्,ण्न्,जश्त्व -> ष्टुत्व-> तन्निषेध-> अनुनासिक,8.2.39; 8.4.41; 8.4.42; 8.4.45,,
1416,ढ्,न्,ड्न्,जश्त्व -> ष्टुत्व-> तन्निषेध-> अनुनासिकाभाव,8.2.39; 8.4.41; 8.4.42; 8.4.45,,
1417,ढ्,प्,ट्प्,चर्त्व,8.4.55,,
1418,ढ्,फ्,ट्फ्,चर्त्व,8.4.55,,
1419,ढ्,ब्,ड्ब्,जश्त्व,8.4.53,,
1420,ढ्,भ्,ड्भ्,जश्त्व,8.4.53,,
1421,ढ्,म्,ड्म्,जश्त्व,8.2.39,,
1422,ढ्,म्,ण्म्,अनुनासिक,8.4.45,,
1423,ढ्,य्,ड्य्,जश्त्व,8.2.39,,
1424,ढ्,र्,ड्र्,जश्त्व,8.2.39,,
1425,ढ्,ल्,ड्ल्,जश्त्व,8.2.39,,
1426,ढ्,व्,ड्व्,जश्त्व,8.2.39,,
1427,ढ्,श्,ट्श्,चर्त्व,8.4.55,,
1428,ढ्,ष्,ट्ष्,चर्त्व,8.4.55,,
1429,ढ्,स्,ट्स्,ष्टुत्व -> चर्त्व,8.4.41; 8.4.55,,
1430,ढ्,ह्,ड्ह्,जश्त्व,8.2.39,,
1431,ढ्,ह्,ड्ढ्,पूर्वसवर्ण,8.4.62,,
1432,ण्,अ,ण,वर्णमेलन,,,
1433,ण्,आ,णा,वर्णमेलन,,,
1434,ण्,इ,णि,वर्णमेलन,,,
1435,ण्,ई,णी,वर्णमेलन,,,
1436,ण्,उ,णु,वर्णमेलन,,,
1437,ण्,ऊ,णू,वर्णमेलन,,,
